,State,District,Subdistt,town,Ward,Ward_new,EB,Level,Name,city,city_type,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,ch_t_t,ch_t_g,ch_t_l,ch_t_d,ch_r_t,ch_r_g,ch_r_l,ch_r_d,ch_rco_t,ch_rco_g,ch_rco_l,ch_rco_d,rm_gtbetc,rm_pp,rm_hmt,rm_mmt,rm_bb,rm_ss,rm_gima,rm_c,rm_aom,wm_gtbetc,wm_pp,wm_mub,wm_wood,wm_snpwm,wm_spwm,wm_gima,wm_bb,wm_concrete,wm_aom,fm_mud,fm_wb,fm_bb,fm_stone,fm_cem,fm_mft,fm_aom,dr_oer,dr_1r,dr_2r,dr_3r,dr_4r,dr_5r,dr_6r,hhs_1,hhs_2,hhs_3,hhs_4,hhs_5,hhs_6_8,hhs_9p,tenure_o,tenure_r,tenure_ao,mc_n,mc_1,mc_2,mc_3,mc_4,mc_5p,dw_twts,dw_uts,dw_cw,dw_ucw,dw_hp,dw_tb,dw_sp,dw_rc,dw_tpl,dw_os,dwl_wp,dwl_np,dwl_aw,l_elect,l_kero,l_se,l_oo,l_ao,l_none,hh_with_lat,flatr_pss,flatr_st,flatr_os,pitl_svip,pitl_nosop,nights_od,nights_rby,nights_sba,no_latr,latr_pub,latr_o,have_bath,have_bath_wr,have_nobath,wwo_cd,wwo_od,wwo_nd,cf_fw,cf_cropr,cf_cd,cf_clc,cf_ker,cf_lpg,cf_elect,cf_biogas,cf_ao,cf_nc,kf_t,kf_ih,kfih_hk,khih_nk,kfoh,kfoh_hk,kfoh_nk,kf_nc,hh_bank,asset_rt,asset_tv,asset_c_i,asset_c_ni,asset_tel_ll,asset_tel_mob,asset_tel_both,asset_bic,asset_2w,asset_4w,asset_tv_c,asset_none,ch_perm,ch_sperm,ch_tt,ch_serv,ch_nserv,ch_unclass,Ward_Name,Ward_No,Area,geometry
0,7,,,,1,1,,,,4,1,10713,55512,29737,25775,7370,4050,3320,10069,5299,4770,0,0,0,40727,23182,17545,14785,6555,8230,16545,14642,1903,15723,14003,1720,158,152,6,225,192,33,565,494,71,14775,13165,1610,822,639,183,22,17,5,35,27,8,84,45,39,681,550,131,707,553,154,16,13,3,33,25,8,72,40,32,586,475,111,115,86,29,6,4,2,2,2,0,12,5,7,95,75,20,38967,15095,23872,100,59.0,39.1,2.0,93.5,55.2,36.4,1.9,6.5,3.8,2.7,0.0,3.3,0.4,0.8,0.1,9.4,19.7,10.2,55.9,0.1,0.4,0.1,2.4,0.0,1.1,1.1,0.1,88.7,5.9,0.1,3.9,0.3,6.1,15.8,66.9,7.0,0.1,2.1,33.4,25.4,18.3,10.2,4.8,5.8,2.7,5.3,10.4,24.0,22.0,27.9,7.8,75.9,21.7,2.3,9.8,68.6,16.3,4.4,0.7,0.2,54.3,10.2,0.1,0.0,1.8,28.6,0.0,0.1,2.6,2.4,72.9,24.5,2.6,98.5,1.3,0.0,0.0,0.0,0.1,82.1,57.2,21.1,0.8,0.9,0.1,1.9,0.0,0.0,17.9,10.3,7.6,79.5,5.5,15.1,54.1,43.4,2.5,5.5,1.6,1.0,0.0,9.9,81.6,0.0,0.1,0.0,0.2,100,97.2,72.5,24.6,2.6,0.7,1.9,0.2,74.5,23.4,83.5,8.9,11.2,4.2,67.1,12.4,40.9,38.1,14.0,14.7,5.7,94.8,3.2,1.7,1.3,0.5,0.2,NARELA,1,,"POLYGON ((77.09675043300007 28.87080767200007, 77.09689416300006 28.87091780500003, 77.09745111900008 28.87075260600005, 77.09967894100004 28.87058740600003, 77.10219422300008 28.87020193900003, 77.10219422300008 28.87044580600008, 77.10324525200008 28.87054807300007, 77.10585036700007 28.86988727100004, 77.10736851900003 28.86969060300004, 77.10900345300007 28.86973780300008, 77.10979397100004 28.87001313800005, 77.10999160000006 28.86972207000002, 77.11016228000005 28.86971420300006, 77.11047669000004 28.86874659100005, 77.11109652800008 28.86871512400006, 77.11096178100007 28.86822738100005, 77.11108754500003 28.86795990900004, 77.11180619700008 28.86731482400006, 77.11218348900007 28.86722042100007, 77.11212060700007 28.86650453000004, 77.11245298400007 28.86648092900003, 77.11245298400007 28.86637079100007, 77.11311773700004 28.86636292400004, 77.11311773700004 28.86586730300007, 77.11378249100005 28.86585943600005, 77.11380944000007 28.86571783000005, 77.11415080000006 28.86563129200005, 77.11398910300005 28.86520647200007, 77.11562403700003 28.86470297800003, 77.11552522200003 28.86399493600004, 77.11664811600008 28.86320035000006, 77.11666608300004 28.86268111300006, 77.11786084200008 28.86210680100004, 77.11959459100007 28.86056479900003, 77.11963052300007 28.86031304100004, 77.11990001800007 28.86031304100004, 77.11990900100005 28.85996687300008, 77.12087019800003 28.85995113800004, 77.12089714800004 28.85826748700003, 77.12146308600006 28.85805506200006, 77.12393345300006 28.85761447500005, 77.12429277900003 28.85772462200003, 77.12423888100005 28.85800785700008, 77.12456227400008 28.85870807200007, 77.12462515600004 28.85918799200005, 77.12476888700007 28.85919585900007, 77.12485871800004 28.85956563200006, 77.12508329700006 28.85955776400004, 77.12509228000005 28.85989606600003, 77.12537075800003 28.86033664300004, 77.12676314600003 28.86046252200003, 77.12809265300007 28.86113125100007, 77.13020369400004 28.86194158800004, 77.13054505400004 28.86212253600007, 77.13061691900003 28.86249229800006, 77.13209015600006 28.86329475700006, 77.13230575200004 28.86334196000007, 77.13234168400004 28.86295646600007, 77.13574629900006 28.86254736900003, 77.13910599800005 28.86197305700006, 77.13980668400006 28.86220907600006, 77.14009414500003 28.86198092400008, 77.14013007800008 28.86129646600006, 77.14047143800008 28.86037598100006, 77.14100144400004 28.85964430700005, 77.14114517400003 28.85841697200004, 77.14238484900005 28.85818094400003, 77.14205247300004 28.85703226800007, 77.14216925400007 28.85625336400005, 77.14340892900003 28.85493157500002, 77.14447792400006 28.85471127500006, 77.14513369400004 28.85419986300008, 77.14549302000006 28.85316916300008, 77.14530437400003 28.85298819900004, 77.14467555300007 28.85134377600008, 77.14219620300008 28.84747259100004, 77.14172907900007 28.84622937500006, 77.14153145000006 28.84268062000007, 77.14227705100006 28.84164980600008, 77.14233993400006 28.84046947200005, 77.14220518600007 28.83941502900007, 77.14074093200009 28.83843926600002, 77.13968990300003 28.83734545700003, 77.13865684100006 28.83596834200006, 77.13512646200007 28.83472498900005, 77.13367119100008 28.83434725800004, 77.13264711200003 28.83426069500007, 77.12956589000004 28.83477220500004, 77.12882028800004 28.83522862700005, 77.12610737600005 28.83555913900005, 77.12146308600006 28.83634606700008, 77.12151698500008 28.83753431700006, 77.11807643800006 28.83764448500006, 77.11804050500007 28.83612572800007, 77.11530962700004 28.83599195000005, 77.11525572800008 28.83494533100003, 77.11598336300005 28.83492959200004, 77.11595641400004 28.83359179300004, 77.11740270100006 28.83357605400005, 77.11732185300008 28.83271041000006, 77.12347531300003 28.83266319300003, 77.12338548100007 28.83016065300006, 77.12079833300004 28.82884640100008, 77.11832796600004 28.82735112500006, 77.11608217800006 28.82519474200006, 77.10097251500008 28.82077165600003, 77.10343389900004 28.81582891000005, 77.10445797800008 28.81426260900002, 77.10431424800004 28.81416028700005, 77.09918486700008 28.81558491500004, 77.09780146200006 28.81564001100003, 77.09707382600004 28.81541175700005, 77.09269903100005 28.82711502700005, 77.09556465700007 28.82736686500004, 77.09519634700007 28.82768953200008, 77.09470227400004 28.82865752600003, 77.09426210000004 28.83079022800007, 77.09306734000006 28.83360753200003, 77.08990527000003 28.84279865200006, 77.08733608900008 28.84963638100004, 77.08768643200005 28.85068285200003, 77.08577302000003 28.85112346900007, 77.08560234000004 28.85332652200003, 77.08294332700007 28.85316916300008, 77.08144314000003 28.85711881300006, 77.08846796600005 28.85707160700002, 77.08757863400007 28.85924306400005, 77.08986933800009 28.85933747400003, 77.09105511400008 28.85924306400005, 77.09105511400008 28.86060413600006, 77.09224089000008 28.86058053400006, 77.09224987300007 28.86085589300006, 77.09359734600008 28.86080868900007, 77.09350751500006 28.86034451100005, 77.09454057700003 28.85995113800004, 77.09583415100008 28.86171343500007, 77.09693907900004 28.86097390400005, 77.09757688300004 28.85997474100003, 77.09778349500004 28.85929026900004, 77.09778349500004 28.85752793100005, 77.11152771900004 28.85734697500004, 77.11166246700003 28.86275191800007, 77.10623664200006 28.86280698900003, 77.10621867600008 28.86445123100003, 77.10203252700006 28.86443549600006, 77.10199659400007 28.86402640500006, 77.10036166000003 28.86322395200006, 77.09921181700008 28.86508846600003, 77.09823265300008 28.86513566800005, 77.09712772500006 28.86475018100003, 77.09676839900004 28.86424668500007, 77.09528617900008 28.86341276500008, 77.09340870000005 28.86305087300008, 77.09110901300005 28.86306660800005, 77.09119884400008 28.86737775900008, 77.08908780300004 28.86738562600004, 77.08915068600004 28.86902979600006, 77.08751575200006 28.86905339600003, 77.08778524600007 28.86959620200003, 77.08785711200005 28.87394641500003, 77.08799185900006 28.87397788100003, 77.08799185900006 28.87448919600007, 77.08785711200005 28.87452066100008, 77.08791999400006 28.87537022500004, 77.09208817700005 28.87252258600006, 77.09464837500008 28.87131900300005, 77.09675043300007 28.87080767200007))"
1,7,,,,2,2,,,,4,1,11711,61344,33300,28044,8542,4669,3873,14396,7749,6647,0,0,0,42494,25024,17470,18850,8276,10574,18498,16353,2145,17482,15598,1884,422,400,22,243,206,37,280,219,61,16537,14773,1764,1016,755,261,37,25,12,79,49,30,13,3,10,887,678,209,882,661,221,33,21,12,59,42,17,11,2,9,779,596,183,134,94,40,4,4,0,20,7,13,2,1,1,108,82,26,42846,16947,25899,100,57.1860387669712,40.7519426180514,2.06201861497737,95.571684740842,54.6742208180343,38.950516608317,1.88492869951328,4.42831525915806,2.5118179489369,1.80142600973444,0.177089915464094,0.689821535308684,0.44694731449065,0.614635812483989,0.89117069421911,9.9400307403296,44.6022884467595,9.00975151566903,33.4181709503885,0.37211168986423,0.237375117410981,0.2,2.15998633763129,0.0,0.906276150627615,1.65482025446162,0.0620186149773717,93.2709930834258,1.42533515498249,0.139108530441465,4.26834599948766,0.0229100845359064,6.22863974041499,13.8064810861583,70.1803859619162,5.24802322602681,0.260285201946888,2.59328836136965,32.8420374007344,25.6037400734352,18.6421398684997,10.6211339766032,4.71741098112885,4.95733925369311,3.0225172914354,6.11121168132525,10.2109982068141,22.919750661771,22.5447784134574,27.9966271027239,7.15613525745026,67.5163009136709,30.3146272735035,2.16907181282555,12.6425241226198,68.005669883016,14.5181111775254,4.00294594825378,0.677696183075741,0.162018614977372,32.8804286568184,3.78416019127316,0.0620186149773717,0.0,6.93701648023226,54.1351122875929,0.0,0.0229100845359064,0.0620186149773717,2.20239091452481,77.8890444880881,15.3255913243959,6.78536418751601,97.7170608829306,1.82875928614123,0.0,0.0681239859960721,0.139108530441465,0.231876014003928,82.8783280676287,15.9351293655538,58.8079156348732,2.60756553667492,3.48895909828366,0.137375117410981,1.83936469985484,0.0,0.0,17.1216719323713,12.7052856288959,4.35436768849799,80.5133293484758,6.28806250533686,13.1986081461873,12.2049099137563,86.3793612842626,1.45371018700367,7.24406113909999,0.549201605328324,1.94942361881991,0.0620186149773717,7.25394073947571,82.7112116813253,0.0,0.1,0.0229100845359064,0.139108530441465,100,98.081111775254,65.9151481513107,32.18103492443,1.75686960976859,0.201127145418837,1.54067116386303,0.139108530441465,68.692050209205,24.1993595764666,80.4520280078559,4.07535650243361,7.03889505593032,3.5126035351379,75.5056357270942,4.32828110323627,45.7190077704722,29.872068994962,6.50173341303048,7.03300315942276,5.62927162496798,96.4462044231919,2.35998633763129,0.644607633848519,0.307232516437537,0.337375117410981,0.534130304841602,BANKNER,2,,"POLYGON ((77.08412910300007 28.88241032200006, 77.08636590800006 28.88190691200003, 77.08715642600004 28.88142709700003, 77.08759660000004 28.88072703500006, 77.08762355000005 28.88000337000005, 77.08817152200004 28.87774581900004, 77.08829728600006 28.87664455700008, 77.08798287600007 28.87610178800003, 77.08785711200005 28.87612538700006, 77.08776728000004 28.87571634100004, 77.08791999400006 28.87559834700005, 77.08785711200005 28.87452066100008, 77.08799185900006 28.87448919600007, 77.08799185900006 28.87397788100003, 77.08785711200005 28.87394641500003, 77.08778524600007 28.86959620200003, 77.08751575200006 28.86905339600003, 77.08915068600004 28.86902979600006, 77.08908780300004 28.86738562600004, 77.09119884400008 28.86737775900008, 77.09110901300005 28.86306660800005, 77.09340870000005 28.86305087300008, 77.09528617900008 28.86341276500008, 77.09676839900004 28.86424668500007, 77.09712772500006 28.86475018100003, 77.09823265300008 28.86513566800005, 77.09921181700008 28.86508846600003, 77.10036166000003 28.86322395200006, 77.10199659400007 28.86402640500006, 77.10203252700006 28.86443549600006, 77.10621867600008 28.86445123100003, 77.10623664200006 28.86280698900003, 77.11166246700003 28.86275191800007, 77.11152771900004 28.85734697500004, 77.09778349500004 28.85752793100005, 77.09778349500004 28.85929026900004, 77.09757688300004 28.85997474100003, 77.09693907900004 28.86097390400005, 77.09583415100008 28.86171343500007, 77.09454057700003 28.85995113800004, 77.09350751500006 28.86034451100005, 77.09359734600008 28.86080868900007, 77.09224987300007 28.86085589300006, 77.09224089000008 28.86058053400006, 77.09105511400008 28.86060413600006, 77.09105511400008 28.85924306400005, 77.08986933800009 28.85933747400003, 77.08757863400007 28.85924306400005, 77.08846796600005 28.85707160700002, 77.08144314000003 28.85711881300006, 77.08294332700007 28.85316916300008, 77.08560234000004 28.85332652200003, 77.08577302000003 28.85112346900007, 77.08768643200005 28.85068285200003, 77.08733608900008 28.84963638100004, 77.08990527000003 28.84279865200006, 77.09306734000006 28.83360753200003, 77.09426210000004 28.83079022800007, 77.09470227400004 28.82865752600003, 77.09519634700007 28.82768953200008, 77.09556465700007 28.82736686500004, 77.09269903100005 28.82711502700005, 77.09209716000004 28.82853947800004, 77.09110901300005 28.82883066200003, 77.08974357400007 28.82959403100006, 77.08900695500006 28.82962551000003, 77.08818050500008 28.83009769500006, 77.08757863400007 28.83026295900004, 77.08366197900006 28.83049118000002, 77.08359909700005 28.82932645900007, 77.08154195500003 28.82939728700006, 77.08155992100006 28.83006621600003, 77.08125449400006 28.83019213100005, 77.08108381400007 28.83007408600002, 77.07977227400005 28.83062496500003, 77.07873022800004 28.83068005300004, 77.07632274300005 28.83006621600003, 77.07539747900006 28.83002686700007, 77.07420271900008 28.83023935000006, 77.06944164800007 28.82501373000002, 77.06899249100007 28.82543084500003, 77.06884876000004 28.82608405900004, 77.06851638300003 28.82661134900007, 77.06802231000006 28.82695762800006, 77.06643229200006 28.82680022900007, 77.06644127500005 28.82742982500002, 77.06233597400006 28.82749278400007, 77.06230004200006 28.82667430900005, 77.06140172600004 28.82669004900004, 77.06153647400004 28.82587156800003, 77.05996442200006 28.82442347000006, 77.05934458400003 28.82355775000008, 77.05743117300005 28.82534427400003, 77.05436791800008 28.82227489700006, 77.05308332700008 28.82335312400005, 77.05122381400008 28.82399848100005, 77.05108906700008 28.82432115800003, 77.04906785800006 28.82491928900004, 77.04843903700004 28.82532853400005, 77.04794496300008 28.82533640400004, 77.04740597400007 28.82572990700004, 77.04641782700008 28.82566694700006, 77.04431577000008 28.82643821000005, 77.04346237000004 28.82698910800008, 77.04302219600004 28.82831125200005, 77.04261795400004 28.82853947800004, 77.04249219000008 28.82911397500004, 77.04207896500003 28.82945237600006, 77.04213286400005 28.82987734200003, 77.04181845300008 28.83097910000004, 77.04185438600007 28.83290714800006, 77.04173760500004 28.83334783900006, 77.04199811600006 28.83374918200008, 77.04238439200003 28.83396165700003, 77.04277066700007 28.83514993400007, 77.04226761100006 28.83613359700007, 77.04227659400004 28.83644836700006, 77.04185438600007 28.83701495100007, 77.04185438600007 28.83754218600006, 77.04271676900004 28.83862025500002, 77.04501645600004 28.84039865200003, 77.04542968100003 28.84215341100003, 77.04551951200006 28.84376650500008, 77.04548358000005 28.84459271400004, 77.04514222000006 28.84476582400004, 77.04525001800005 28.84513564800005, 77.04506137100003 28.84533236200008, 77.04548358000005 28.84624511200008, 77.04566324300004 28.84718146000006, 77.04585188900006 28.84759848600004, 77.04658850700008 28.84825156100004, 77.04703766500006 28.84916428500003, 77.04838513800007 28.85065138000004, 77.04944515000005 28.85236662600005, 77.05123279700007 28.85462472900008, 77.05104415100004 28.85503385700002, 77.05171788800004 28.85633991000003, 77.05175382000004 28.85675689900006, 77.05207721400006 28.85741778400006, 77.05191551700005 28.85760660800003, 77.05196043300003 28.85811013500006, 77.05184365200006 28.85812587100003, 77.05205026400006 28.85917225700007, 77.05295756300006 28.86085589300006, 77.05325400700008 28.86109978200005, 77.05325400700008 28.86133580300003, 77.05530216600005 28.86358584300007, 77.05697303200003 28.86620558400006, 77.05830253900007 28.86799924300004, 77.05970391100004 28.86936806700004, 77.06003628700006 28.86987153800004, 77.06024290000005 28.86985580400005, 77.06115019800006 28.87084700500003, 77.06371039700008 28.86929726600005, 77.06919012000003 28.86710241700007, 77.06951351300006 28.86751936400003, 77.06989080600005 28.86742496100004, 77.07043877800004 28.86781043800005, 77.07128319500003 28.86876232500003, 77.07212761100004 28.86875445800007, 77.07211862800006 28.86856565500005, 77.07336728600006 28.86777110400004, 77.07455306200006 28.86725975600007, 77.07547832700004 28.86868365700008, 77.07546036100007 28.86890392700008, 77.07665512000005 28.86960406900005, 77.07848768300005 28.87141340200003, 77.07921531800008 28.87174379800007, 77.07936803200005 28.87344296400005, 77.07793072800007 28.87728958400004, 77.08108381400007 28.87993257700003, 77.08224264100005 28.88167093800007, 77.08242230400003 28.88314970100004, 77.08265586600004 28.88349579200008, 77.08412910300007 28.88241032200006))"
